Feature1,Feature2,Feature3,R,G,B
0.6126509725983897,0.9225286183594615,0.606992076393546,116,34,93
0.37012115986690586,0.9787943665564727,0.4606054230562837,75,136,23
0.9779527014287231,0.9921113020218972,0.4463294831661049,109,140,45
0.13962397775378366,0.7572867526526929,0.08101236930212807,166,228,94
0.837682545326755,0.4781502061108964,0.4524459873952915,117,146,204
0.35105946196089577,0.8863407439220661,0.9871892044485379,211,71,207
0.6286273816516958,0.17591646152993734,0.24475644882545666,183,202,25
0.8776973459827159,0.8005934643503383,0.6147478688229482,97,107,224
0.9981761926784649,0.5540176845120749,0.29539684371963093,123,240,28
0.5499325280739463,0.65055811984529,0.5135403253305444,192,75,252
0.4237665076879664,0.2009359755745206,0.31407305784117934,250,76,193
0.47127323193955684,0.7807749861737413,0.08832934303828699,58,136,36
0.6844703750412897,0.5676768687101872,0.6977824552583697,235,95,239
0.5646940891798039,0.12297961053294781,0.6340835897996493,45,173,231
0.08476634800463523,0.2930939498332126,0.31782613573684626,112,67,44
0.6101543959862976,0.887001536652589,0.9035702261547075,32,83,224
0.3716923461700836,0.27750965806407524,0.4848280489095681,171,70,72
0.43467963360935824,0.1323877835596946,0.3954664246627029,179,225,15
0.6563320453937828,0.3468656413662141,0.4514179996607667,206,193,131
0.3769817906146221,0.01595810932074282,0.04380835065945421,247,200,182
0.3878404284672645,0.36469207317242647,0.7014669037638062,150,174,59
0.8652601258627403,0.6437112627081655,0.3272004314189182,51,87,249
0.7077822404332789,0.4710330213693321,0.16516372920918077,1,225,30
0.40415721672019456,0.21072675321708056,0.34721679159618346,182,218,92
0.39477640164667516,0.7129704721713915,0.8941938926697013,137,229,60
0.9438475930204727,0.27143981763396263,0.6205875765409714,115,105,104
0.225582349455417,0.8714928547522293,0.3050484417548689,94,29,152
0.8442571339384102,0.24992944455724153,0.1933615663599595,237,101,174
0.8338067494415919,0.9998143515605625,0.7901735278035935,140,72,110
0.4691774603579153,0.6328259130485889,0.40288806608030303,225,252,151
0.9623436466420064,0.6560135343660386,0.6557116803888781,8,184,125
0.8698116830365237,0.7699876242742655,0.024494258714702122,185,245,236
0.986452397736409,0.19792763964087345,0.4683432272593775,163,196,106
0.18360761224075195,0.7970998306123568,0.9743848212835912,93,163,19
0.675996842930455,0.22766918690001758,0.46253177793096845,157,138,105
0.02367204925128863,0.5519980064561688,0.34054210647934935,70,156,204
0.38017611067687396,0.748107396790073,0.13518554029837093,210,254,10
0.8747992020664526,0.5409063413753376,0.31948561570105805,132,31,67
0.3806014545952422,0.9635494793438163,0.7082382438915016,126,173,131
0.27935413829450584,0.14666908157788594,0.6228397920021503,55,158,168
0.11894591543095756,0.5944720152764146,0.05908349840683613,208,66,105
0.5570095541817001,0.32284925778574225,0.8926992522213343,26,127,248
0.4157976976913259,0.18620769891890476,0.3677631600584276,92,248,228
0.7502024009596494,0.029586479968474744,0.5765848491655555,114,178,228
0.05403132665122368,0.603237657431607,0.36290230324592543,104,190,214
0.5246296623705274,0.12287954527119127,0.7212540556312281,195,91,242
0.5191310245301322,0.6254820345019272,0.5893344713599782,245,14,240
0.06010941499924183,0.9660868443450302,0.6488544390052832,107,121,129
0.14826281259024643,0.6114848105786572,0.10324750225903967,136,163,159
0.8145886630660112,0.6857289800748321,0.5575647775891145,133,212,90
0.7497334094563436,0.1342298005254966,0.8965794419632255,166,72,211
0.3171683510508362,0.06745826427244028,0.263631241729787,117,192,211
0.2601282426065392,0.6301328256812075,0.9436959660348982,140,8,76
0.2718219326937855,0.1480506368033755,0.2578912028797573,250,95,107
0.5538684731483728,0.2933731212673465,0.49247622069718056,146,196,53
0.5170301949992799,0.19894716581744487,0.25636318476222697,108,191,135
0.3127121056891171,0.7823738348336452,0.1933520113458238,210,40,237
0.5447973989221772,0.2356936115364855,0.23729480071614684,18,193,255
0.11900984112023716,0.013819897129966341,0.1857195854828454,195,122,8
0.2761254870837151,0.6596415388365573,0.5935786672926067,150,92,39
0.18379622840136756,0.20901400252881586,0.547293557111833,54,132,185
0.7434170935570059,0.30031417484333,0.06118997932630321,200,15,166
0.431515916724205,0.26761708369404036,0.30588282638369524,90,123,50
0.8912708859523737,0.7347470542960846,0.1985960916023114,210,126,244
0.7725831498897546,0.890664247017307,0.6497870594623639,178,236,47
0.10430612484700508,0.43832404590558927,0.46118937511507885,20,157,132
0.26931411970423935,0.5700801336589333,0.37736953619598956,163,128,89
0.4716231493167702,0.33973799811699334,0.3853911289002667,123,25,232
0.0004598351400795231,0.8882621266715393,0.9421344704231974,100,117,153
0.2724072224178947,0.5014686313677084,0.36161070547979157,68,118,42
0.5102031943912039,0.40065336030352117,0.8988375026708553,45,75,229
0.8117293614192307,0.8241399270754134,0.15755752053795902,199,51,120
0.992623459711972,0.49358888942007306,0.02044518679140528,138,207,49
0.20213475227778765,0.2402878971463136,0.8409508198238566,193,63,221
0.8040647905260833,0.9685837986208018,0.6120483157556699,144,222,155
0.2305278607946014,0.22012114668128113,0.7789503307521248,233,128,83
0.4840019396845976,0.1318525775898427,0.24573577340883657,166,232,44
0.7761157674441603,0.026937148166778613,0.1767074477700631,42,106,76
0.6223923528761577,0.6041534704599391,0.12329942136769279,76,246,161
0.2726905854571666,0.0912373418019845,0.20838321529062054,62,91,240
0.38919264348135363,0.21601513696445973,0.21662803713489365,134,165,215
0.5087142308876816,0.9537241070374765,0.7326433739250392,220,174,124
0.6771397724585497,0.23134823603977273,0.04492601396954654,201,176,35
0.5526102587845876,0.612857010964131,0.5481777480729009,163,182,155
0.6973444238754967,0.3271592537782223,0.09340806737264062,211,182,139
0.967737055760625,0.938878094645279,0.22343891759431478,57,189,36
0.08416779048837109,0.6325599814671369,0.35892616913417974,177,231,45
0.9712395465701443,0.5166506307023716,0.1440512504546425,158,69,124
0.9589772895705769,0.8818454326475191,0.7533582289391566,252,193,217
0.7099139100051326,0.4152534030151066,0.30355230355856966,209,49,23
0.9984648293352323,0.9520262824802004,0.41290392985421764,233,106,241
0.6765528193542545,0.9326200546297543,0.41161991786562746,82,199,248
0.6782575062551831,0.895340438937621,0.13339031276974167,31,59,220
0.0016722291948395585,0.32052124515604086,0.47643219963360506,99,61,149
0.5524682775983176,0.10528165039346205,0.3010913867382007,219,135,54
0.9362013402265639,0.8291649654347535,0.7365557876123178,14,80,230
0.5945595337166418,0.5720236354121419,0.8219195180638937,101,119,112
0.6558952104269221,0.079748512163755,0.22889481976571424,108,57,177
0.5014781397925819,0.9206692348022488,0.6981487409318163,79,182,127
0.17032347955617444,0.4361670528212447,0.6317620753241387,10,137,45
0.3605594566148934,0.06755318466038096,0.5778837933137027,3,180,200
0.840167928038947,0.4290050740959447,0.4952275310615252,147,114,29
0.5407838497938352,0.3303838426901148,0.24434381720840215,149,133,183
0.0210880514568339,0.41853527215948927,0.7486781089991761,73,251,222
0.43582952314712853,0.7631358587435477,0.3213620877758093,76,183,171
0.8602510713955037,0.9509153233921723,0.19705248994935076,217,54,254
0.667748804160004,0.005677201043207458,0.12215671797959327,118,234,69
0.4686125654521567,0.9113463293866335,0.3201520558970321,124,182,138
0.28579045855742913,0.5577313253436164,0.45749516563602477,209,51,187
0.5784913644528847,0.32328965540218135,0.8155710486050661,95,133,224
0.19510426465227826,0.8169345742996057,0.4886707878878431,213,167,94
0.9708751236907388,0.2630886608626145,0.6806704618592249,12,194,135
0.9837540111143858,0.29012812845548874,0.24871232907120489,55,96,217
0.3196628433299604,0.1599213274195177,0.839521368155263,201,202,34
0.03589003903168797,0.7068298100828574,0.683613898503487,195,93,163
0.5110625772182097,0.7113893425897224,0.10878359935697712,207,37,73
0.18192598602944354,0.09207630599806382,0.3655644395052967,110,231,160
0.2899694208812791,0.40911333314765164,0.08270605910757012,134,33,103
0.06364130915642396,0.9649853803051467,0.6467241561522158,74,152,116
0.2204195737110477,0.6135083598333947,0.21180563921711637,152,203,164
0.29723110154658605,0.8816672692294328,0.9907451132131747,9,231,187
0.21755091050009923,0.5469567884855361,0.9903897011326181,73,29,224
0.9117655446833821,0.710284822310302,0.022896230394328865,41,179,58
0.6483085050497172,0.09650046650668143,0.09789052038921375,163,78,174
0.9758694478696645,0.9616134500226168,0.3701485135107222,69,181,93
0.15368524278420848,0.8768988432194503,0.9011084850157969,242,147,201
0.38952054223154864,0.8254004692977879,0.1914032427121326,217,154,255
0.9039052925866826,0.6629748557853935,0.3800339606509584,115,247,5
0.719959274406245,0.6800882535753369,0.10888139483446302,80,200,27
0.45572337696330656,0.5725315109037185,0.7090179131259932,98,254,254
0.49907950270323853,0.5490648408319743,0.06122052389775268,110,14,197
0.19155996132036845,0.26701295584004026,0.7014613171682464,218,98,219
0.9746587557914983,0.6865893467780346,0.9251833327470579,116,151,221
0.3519147030318871,0.6757724377556832,0.31375164268547595,240,188,22
0.2918347844660294,0.9349032107957731,0.6838796038125743,13,120,48
0.6505504406785513,0.578285251885789,0.23941434915790316,241,73,184
0.9740957402866272,0.44343070796407635,0.44245801531751006,148,147,17
0.9857099907550866,0.9448858633225792,0.7589799369405231,115,5,64
0.8751743628722524,0.18277339732697384,0.9230344606469884,37,193,234
0.3265754734889468,0.619775090818091,0.32870152585024737,109,124,238
0.5646743443102136,0.23193903338232613,0.7037684639455658,180,112,87
0.45262158589870827,0.4325284512579196,0.06621876061002563,23,209,29
0.4319159705194723,0.4804046301533874,0.46399791373696797,127,175,244
0.6794369858914076,0.7082930360515765,0.2925101583875923,154,77,162
0.534936535986611,0.8338179778076,0.29795921058873565,131,51,15
0.20558059535115591,0.3003890974968142,0.3820689733904772,124,184,76
0.3083682178122904,0.06583905134736434,0.39192381986186553,150,186,171
0.5346465235321826,0.5118872066902628,0.6532941419626618,136,218,200
